Day,Local Time,Dir,Speed/Gust (km/h),Temp/Feels Like,Humidity,Pressure (mb),Cloud Amount,Precip Amount,Weather
,22:00, N,5 / 25,3 / -1°C,83% ,1018,Low level cloud: 77% Mid level cloud: 45% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Overcast skies
Mon 02Dec,01:00, N,5 / 28,2 / -2°C,83% ,1018,Low level cloud: 59% Mid level cloud: 86% High level cloud: 6% Most Significant Cloud Type: low89% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,04:00, NNE,5 / 27,2 / -2°C,82% ,1018,Low level cloud: 32% Mid level cloud: 45% High level cloud: 0% Most Significant Cloud Type: low47% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,07:00, NNE,4 / 15,3 / 0°C,89% ,1019,Low level cloud: 64% Mid level cloud: 45% High level cloud: 2% Most Significant Cloud Type: low79% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Cloudy skies
,10:00, N,3 / 17,5 / 1°C,79% ,1021,Low level cloud: 70% Mid level cloud: 26% High level cloud: 1% Most Significant Cloud Type: low79% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Cloudy skies
,13:00, N,5 / 15,6 / 4°C,71% ,1020,Low level cloud: 43% Mid level cloud: 29% High level cloud: 18% Most Significant Cloud Type: low55% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,16:00, N,5 / 12,6 / 4°C,84% ,1021,Low level cloud: 26% Mid level cloud: 39% High level cloud: 15% Most Significant Cloud Type: low41% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,19:00, N,3 / 14,6 / 3°C,91% ,1022,Low level cloud: 13% Mid level cloud: 17% High level cloud: 32% Most Significant Cloud Type: low22% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Clear skies
,22:00, NNE,2 / 10,5 / 3°C,93% ,1022,Low level cloud: 16% Mid level cloud: 18% High level cloud: 20% Most Significant Cloud Type: low24% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Clear skies
Tue 03Dec,01:00, N,1 / 9,5 / 3°C,94% ,1023,Low level cloud: 26% Mid level cloud: 9% High level cloud: 50% Most Significant Cloud Type: low35% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Mist
,04:00, SE,1 / 6,5 / 4°C,95% ,1022,Low level cloud: 29% Mid level cloud: 5% High level cloud: 87% Most Significant Cloud Type: low41% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,07:00, NW,2 / 4,5 / 5°C,96% ,1022,Low level cloud: 28% Mid level cloud: 15% High level cloud: 91% Most Significant Cloud Type: low43% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Mist
,10:00, NW,1 / 4,6 / 5°C,87% ,1021,Low level cloud: 21% Mid level cloud: 16% High level cloud: 100% Most Significant Cloud Type: low38% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,13:00, W,1 / 6,8 / 7°C,74% ,1019,Low level cloud: 0% Mid level cloud: 29% High level cloud: 100% Most Significant Cloud Type: medium33% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,16:00, WSW,1 / 8,8 / 7°C,81% ,1017,Low level cloud: 13% Mid level cloud: 61% High level cloud: 100% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,19:00, SSE,3 / 10,7 / 6°C,84% ,1017,Low level cloud: 20% Mid level cloud: 70% High level cloud: 100% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,22:00, SSW,4 / 7,6 / 6°C,87% ,1015,Low level cloud: 1% Mid level cloud: 64% High level cloud: 55% Most Significant Cloud Type: medium69% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Cloudy skies
Wed 04Dec,01:00, S,7 / 9,8 / 7°C,86% ,1014,Low level cloud: 60% Mid level cloud: 84% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,04:00, S,3 / 7,6 / 5°C,92% ,1011,Low level cloud: 79% Mid level cloud: 77% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 0.9 of precipitation over the past 3 hours.0.9,Light rain
,07:00, SSW,6 / 6,9 / 8°C,97% ,1010,Low level cloud: 92% Mid level cloud: 98% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 2.6 of precipitation over the past 3 hours.2.6,Moderate rain
,10:00, S,9 / 6,7 / 7°C,96% ,1010,Low level cloud: 92% Mid level cloud: 76% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 2.4 of precipitation over the past 3 hours.2.4,Light rain
,13:00, SSW,9 / 12,8 / 6°C,96% ,1009,Low level cloud: 90% Mid level cloud: 77% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 2.4 of precipitation over the past 3 hours.2.4,Light rain
,16:00, SSW,6 / 7,8 / 7°C,95% ,1008,Low level cloud: 86% Mid level cloud: 65% High level cloud: 92% Most Significant Cloud Type: low100% ,Expect 0.3 of precipitation over the past 3 hours.0.3,Light drizzle
,19:00, S,4 / 5,7 / 7°C,97% ,1009,Low level cloud: 96% Mid level cloud: 92% High level cloud: 2% Most Significant Cloud Type: low100% ,Expect 0.6 of precipitation over the past 3 hours.0.6,Light drizzle
,22:00, SSE,3 / 5,7 / 7°C,98% ,1009,Low level cloud: 96% Mid level cloud: 54% High level cloud: 32% Most Significant Cloud Type: low100% ,Expect 0.3 of precipitation over the past 3 hours.0.3,Light drizzle
Thu 05Dec,01:00, SSE,2 / 3,9 / 9°C,97% ,1010,Low level cloud: 87% Mid level cloud: 59% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Fog
,04:00, NE,3 / 5,6 / 6°C,99% ,1009,Low level cloud: 89% Mid level cloud: 74% High level cloud: 97% Most Significant Cloud Type: low100% ,Expect 2.2 of precipitation over the past 3 hours.2.2,Light rain
,07:00, ENE,4 / 4,10 / 10°C,98% ,1009,Low level cloud: 81% Mid level cloud: 59% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 1.5 of precipitation over the past 3 hours.1.5,Light rain
,10:00, SSE,3 / 5,8 / 9°C,90% ,1010,Low level cloud: 86% Mid level cloud: 73% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 0.9 of precipitation over the past 3 hours.0.9,Light rain
,13:00, ESE,8 / 10,10 / 9°C,88% ,1008,Low level cloud: 75% Mid level cloud: 98% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 1.6 of precipitation over the past 3 hours.1.6,Light rain
,16:00, E,8 / 12,11 / 10°C,87% ,1006,Low level cloud: 6% Mid level cloud: 51% High level cloud: 49% Most Significant Cloud Type: medium69% ,Expect 0.7 of precipitation over the past 3 hours.0.7,Patchy light drizzle
,19:00, ENE,6 / 12,9 / 9°C,82% ,1005,Low level cloud: 0% Mid level cloud: 86% High level cloud: 100% Most Significant Cloud Type: medium89% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,22:00, E,9 / 18,8 / 7°C,80% ,1003,Low level cloud: 0% Mid level cloud: 100% High level cloud: 100% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
Fri 06Dec,01:00, ESE,9 / 17,10 / 9°C,76% ,1001,Low level cloud: 0% Mid level cloud: 46% High level cloud: 100% Most Significant Cloud Type: medium49% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,04:00, SE,4 / 9,7 / 7°C,83% ,1000,Low level cloud: 4% Mid level cloud: 96% High level cloud: 99% Most Significant Cloud Type: medium100% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Overcast skies
,07:00, SSE,9 / 10,10 / 9°C,96% ,1000,Low level cloud: 99% Mid level cloud: 100% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 5.2 of precipitation over the past 3 hours.5.2,Moderate rain
,10:00, SE,8 / 12,9 / 8°C,90% ,1000,Low level cloud: 91% Mid level cloud: 100% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 2.2 of precipitation over the past 3 hours.2.2,Light rain
,13:00, SSE,9 / 11,10 / 9°C,86% ,998,Low level cloud: 61% Mid level cloud: 100% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 2.8 of precipitation over the past 3 hours.2.8,Moderate rain
,16:00, ENE,6 / 6,11 / 11°C,87% ,997,Low level cloud: 0% Mid level cloud: 46% High level cloud: 32% Most Significant Cloud Type: medium47% ,Expect 0.4 of precipitation over the past 3 hours.0.4,Patchy light drizzle
,19:00, E,6 / 7,10 / 9°C,90% ,997,Low level cloud: 87% Mid level cloud: 56% High level cloud: 87% Most Significant Cloud Type: low100% ,Expect 1.2 of precipitation over the past 3 hours.1.2,Light rain
,22:00, ENE,1 / 1,8 / 8°C,89% ,998,Low level cloud: 74% Mid level cloud: 66% High level cloud: 33% Most Significant Cloud Type: low100% ,Expect 0.9 of precipitation over the past 3 hours.0.9,Light rain
Sun 08Dec,01:00, NW,2 / 6,8 / 8°C,97% ,1011,Low level cloud: 94% Mid level cloud: 57% High level cloud: 1% Most Significant Cloud Type: low100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Fog
,04:00, N,3 / 6,8 / 8°C,98% ,1014,Low level cloud: 95% Mid level cloud: 54% High level cloud: 20% Most Significant Cloud Type: low100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Fog
,07:00, NNW,3 / 5,8 / 8°C,98% ,1015,Low level cloud: 95% Mid level cloud: 84% High level cloud: 1% Most Significant Cloud Type: low100% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Fog
,10:00, NNE,2 / 6,9 / 9°C,94% ,1017,Low level cloud: 88% Mid level cloud: 57% High level cloud: 1% Most Significant Cloud Type: low100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Mist
,13:00, NNW,3 / 4,10 / 10°C,86% ,1018,Low level cloud: 83% Mid level cloud: 49% High level cloud: 9% Most Significant Cloud Type: low100% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Overcast skies
,16:00, N,3 / 2,10 / 10°C,88% ,1019,Low level cloud: 84% Mid level cloud: 53% High level cloud: 0% Most Significant Cloud Type: low100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,19:00, NNE,1 / 5,9 / 10°C,91% ,1020,Low level cloud: 74% Mid level cloud: 68% High level cloud: 8% Most Significant Cloud Type: low98% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,22:00, NW,1 / 5,9 / 10°C,90% ,1022,Low level cloud: 62% Mid level cloud: 50% High level cloud: 100% Most Significant Cloud Type: low90% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
Mon 09Dec,01:00, N,1 / 5,9 / 9°C,92% ,1022,Low level cloud: 76% Mid level cloud: 13% High level cloud: 0% Most Significant Cloud Type: low80% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Mist
,04:00, NE,1 / 8,8 / 8°C,92% ,1022,Low level cloud: 49% Mid level cloud: 1% High level cloud: 0% Most Significant Cloud Type: low49% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,07:00, ENE,1 / 5,8 / 8°C,95% ,1022,Low level cloud: 47% Mid level cloud: 0% High level cloud: 3% Most Significant Cloud Type: low47% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,10:00, ESE,2 / 4,8 / 8°C,86% ,1023,Low level cloud: 52% Mid level cloud: 0% High level cloud: 19% Most Significant Cloud Type: low54% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Mist
,13:00, NW,2 / 5,10 / 10°C,75% ,1021,Low level cloud: 10% Mid level cloud: 0% High level cloud: 52% Most Significant Cloud Type: low15% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Sunny skies
,16:00, N,2 / 3,10 / 9°C,83% ,1021,Low level cloud: 0% Mid level cloud: 1% High level cloud: 8% Most Significant Cloud Type: high7% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Sunny skies
,19:00, SW,0 / 8,8 / 8°C,89% ,1021,Low level cloud: 13% Mid level cloud: 0% High level cloud: 33% Most Significant Cloud Type: low16% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Clear skies
,22:00, SSE,3 / 7,8 / 7°C,93% ,1022,Low level cloud: 37% Mid level cloud: 1% High level cloud: 32% Most Significant Cloud Type: low41% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
Tue 10Dec,01:00, SE,4 / 10,7 / 6°C,92% ,1021,Low level cloud: 33% Mid level cloud: 3% High level cloud: 100% Most Significant Cloud Type: low46% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,04:00, SSE,3 / 8,7 / 6°C,88% ,1021,Low level cloud: 2% Mid level cloud: 90% High level cloud: 92% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,07:00, SSE,4 / 8,7 / 6°C,83% ,1020,Low level cloud: 1% Mid level cloud: 64% High level cloud: 100% Most Significant Cloud Type: medium69% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Cloudy skies
,10:00, SSW,4 / 8,8 / 7°C,74% ,1019,Low level cloud: 3% Mid level cloud: 97% High level cloud: 88% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,13:00, SE,4 / 4,9 / 10°C,85% ,1018,Low level cloud: 91% Mid level cloud: 100% High level cloud: 32% Most Significant Cloud Type: low100% ,Expect 1.1 of precipitation over the past 3 hours.1.1,Light rain
,16:00, SE,5 / 9,9 / 8°C,93% ,1018,Low level cloud: 96% Mid level cloud: 100% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 3.9 of precipitation over the past 3 hours.3.9,Moderate rain
,19:00, S,6 / 8,8 / 7°C,93% ,1018,Low level cloud: 91% Mid level cloud: 44% High level cloud: 100% Most Significant Cloud Type: low100% ,Expect 1.0 of precipitation over the past 3 hours.1.0,Light rain
,22:00, S,8 / 9,7 / 6°C,93% ,1019,Low level cloud: 94% Mid level cloud: 22% High level cloud: 0% Most Significant Cloud Type: low100% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Overcast skies
Wed 11Dec,01:00, S,8 / 10,8 / 7°C,93% ,1020,Low level cloud: 76% Mid level cloud: 13% High level cloud: 0% Most Significant Cloud Type: low80% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Cloudy skies
,04:00, SSW,5 / 10,7 / 6°C,93% ,1020,Low level cloud: 66% Mid level cloud: 10% High level cloud: 4% Most Significant Cloud Type: low69% ,Expect 0.2 of precipitation over the past 3 hours.0.2,Light rain shower
,07:00, S,5 / 6,8 / 7°C,93% ,1021,Low level cloud: 68% Mid level cloud: 6% High level cloud: 100% Most Significant Cloud Type: low81% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Cloudy skies
,10:00, SSE,6 / 12,7 / 6°C,82% ,1021,Low level cloud: 8% Mid level cloud: 2% High level cloud: 95% Most Significant Cloud Type: medium28% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,13:00, S,5 / 6,12 / 12°C,66% ,1021,Low level cloud: 0% Mid level cloud: 100% High level cloud: 100% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,16:00, SE,5 / 5,11 / 11°C,72% ,1020,Low level cloud: 85% Mid level cloud: 91% High level cloud: 61% Most Significant Cloud Type: low100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,19:00, S,9 / 11,10 / 9°C,82% ,1019,Low level cloud: 37% Mid level cloud: 45% High level cloud: 0% Most Significant Cloud Type: low52% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Partly cloudy skies
,22:00, SSE,14 / 22,9 / 7°C,78% ,1018,Low level cloud: 75% Mid level cloud: 67% High level cloud: 0% Most Significant Cloud Type: low97% ,Expect 0.5 of precipitation over the past 3 hours.0.5,Light drizzle
Thu 12Dec,01:00, SE,12 / 14,10 / 8°C,85% ,1016,Low level cloud: 93% Mid level cloud: 81% High level cloud: 0% Most Significant Cloud Type: low100% ,Expect 3.3 of precipitation over the past 3 hours.3.3,Moderate rain
,04:00, SE,14 / 20,8 / 5°C,90% ,1015,Low level cloud: 91% Mid level cloud: 98% High level cloud: 0% Most Significant Cloud Type: low100% ,Expect 6.1 of precipitation over the past 3 hours.6.1,Moderate rain
,07:00, SSE,8 / 11,9 / 8°C,87% ,1013,Low level cloud: 90% Mid level cloud: 82% High level cloud: 0% Most Significant Cloud Type: low100% ,Expect 4.6 of precipitation over the past 3 hours.4.6,Moderate rain
,10:00, SSW,19 / 33,9 / 6°C,92% ,1014,Low level cloud: 100% Mid level cloud: 97% High level cloud: 0% Most Significant Cloud Type: low100% ,Expect 4.7 of precipitation over the past 3 hours.4.7,Moderate rain
,13:00, SW,20 / 28,13 / 12°C,72% ,1015,Low level cloud: 11% Mid level cloud: 6% High level cloud: 0% Most Significant Cloud Type: low13% ,Expect 1.7 of precipitation over the past 3 hours.1.7,Patchy rain possible
,16:00, SSW,20 / 23,13 / 11°C,75% ,1017,Low level cloud: 0% Mid level cloud: 49% High level cloud: 0% Most Significant Cloud Type: medium48% ,Expect 0.3 of precipitation over the past 3 hours.0.3,Patchy rain possible
,19:00, SSW,18 / 21,11 / 9°C,82% ,1019,Low level cloud: 0% Mid level cloud: 25% High level cloud: 0% Most Significant Cloud Type: medium25% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,22:00, SSW,13 / 15,10 / 8°C,85% ,1020,Low level cloud: 3% Mid level cloud: 27% High level cloud: 0% Most Significant Cloud Type: medium34% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
Fri 13Dec,01:00, SSW,8 / 10,8 / 7°C,86% ,1021,Low level cloud: 4% Mid level cloud: 44% High level cloud: 0% Most Significant Cloud Type: medium53% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,04:00, S,6 / 10,6 / 5°C,89% ,1021,Low level cloud: 71% Mid level cloud: 44% High level cloud: 0% Most Significant Cloud Type: low86% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Thundery outbreaks possible
,07:00, S,5 / 7,7 / 7°C,90% ,1022,Low level cloud: 89% Mid level cloud: 59% High level cloud: 0% Most Significant Cloud Type: low100% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Thundery outbreaks possible
,10:00, SW,5 / 7,7 / 6°C,88% ,1023,Low level cloud: 88% Mid level cloud: 45% High level cloud: 0% Most Significant Cloud Type: low100% ,Expect 0.4 of precipitation over the past 3 hours.0.4,Light rain shower
,13:00, S,5 / 5,11 / 11°C,82% ,1023,Low level cloud: 58% Mid level cloud: 32% High level cloud: 13% Most Significant Cloud Type: low71% ,Expect 0.2 of precipitation over the past 3 hours.0.2,Light rain shower
,16:00, E,1 / 1,11 / 11°C,86% ,1023,Low level cloud: 24% Mid level cloud: 12% High level cloud: 99% Most Significant Cloud Type: low39% ,Expect 0.5 of precipitation over the past 3 hours.0.5,Patchy rain possible
,19:00, E,2 / 2,10 / 10°C,92% ,1025,Low level cloud: 21% Mid level cloud: 13% High level cloud: 19% Most Significant Cloud Type: low27% ,Expect 0.5 of precipitation over the past 3 hours.0.5,Patchy rain possible
,22:00, E,2 / 2,8 / 8°C,92% ,1025,Low level cloud: 46% Mid level cloud: 7% High level cloud: 90% Most Significant Cloud Type: low58% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Partly cloudy skies
Sat 14Dec,01:00, NE,2 / 3,6 / 6°C,91% ,1024,Low level cloud: 26% Mid level cloud: 14% High level cloud: 100% Most Significant Cloud Type: low42% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,04:00, NNE,5 / 9,4 / 3°C,90% ,1023,Low level cloud: 11% Mid level cloud: 82% High level cloud: 86% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,07:00, N,5 / 8,5 / 4°C,86% ,1021,Low level cloud: 1% Mid level cloud: 100% High level cloud: 32% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,10:00, NNE,6 / 10,4 / 3°C,77% ,1020,Low level cloud: 0% Mid level cloud: 100% High level cloud: 31% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,13:00, N,7 / 8,9 / 8°C,70% ,1019,Low level cloud: 0% Mid level cloud: 45% High level cloud: 45% Most Significant Cloud Type: medium46% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,16:00, N,7 / 8,8 / 7°C,77% ,1020,Low level cloud: 0% Mid level cloud: 45% High level cloud: 100% Most Significant Cloud Type: medium49% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,19:00, NNE,4 / 4,7 / 7°C,82% ,1021,Low level cloud: 0% Mid level cloud: 100% High level cloud: 100% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,22:00, NNE,2 / 3,6 / 6°C,84% ,1022,Low level cloud: 0% Mid level cloud: 44% High level cloud: 33% Most Significant Cloud Type: medium45% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
Sat 14Dec,01:00, SSE,5 / 7,6 / 5°C,95% ,1016,Low level cloud: 88% Mid level cloud: 95% High level cloud: 36% Most Significant Cloud Type: low100% ,Expect 0.5 of precipitation over the past 3 hours.0.5,Light rain shower
,04:00, S,4 / 6,6 / 5°C,90% ,1016,Low level cloud: 94% Mid level cloud: 44% High level cloud: 68% Most Significant Cloud Type: low100% ,Expect 0.2 of precipitation over the past 3 hours.0.2,Light rain shower
,07:00, S,6 / 6,6 / 5°C,92% ,1016,Low level cloud: 87% Mid level cloud: 86% High level cloud: 0% Most Significant Cloud Type: low100% ,Expect 0.3 of precipitation over the past 3 hours.0.3,Light rain shower
,10:00, S,7 / 9,7 / 5°C,87% ,1016,Low level cloud: 85% Mid level cloud: 46% High level cloud: 1% Most Significant Cloud Type: low100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,13:00, SSE,7 / 9,8 / 7°C,82% ,1016,Low level cloud: 76% Mid level cloud: 58% High level cloud: 5% Most Significant Cloud Type: low96% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Overcast skies
,16:00, SE,3 / 4,8 / 8°C,88% ,1016,Low level cloud: 60% Mid level cloud: 32% High level cloud: 20% Most Significant Cloud Type: low73% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Cloudy skies
,19:00, S,3 / 5,7 / 7°C,88% ,1016,Low level cloud: 83% Mid level cloud: 46% High level cloud: 3% Most Significant Cloud Type: low99% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Overcast skies
,22:00, SSW,4 / 8,6 / 5°C,91% ,1017,Low level cloud: 98% Mid level cloud: 46% High level cloud: 0% Most Significant Cloud Type: low100% ,Expect 0.1 of precipitation over the past 3 hours.0.1,Overcast skies
Sun 15Dec,19:00, SE,3 / 9,6 / 5°C,83% ,1023,Low level cloud: 82% Mid level cloud: 8% High level cloud: 4% Most Significant Cloud Type: low85% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Cloudy skies
,22:00, ESE,3 / 13,6 / 4°C,77% ,1025,Low level cloud: 98% Mid level cloud: 4% High level cloud: 6% Most Significant Cloud Type: low99% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
Mon 16Dec,01:00, S,3 / 10,5 / 3°C,80% ,1026,Low level cloud: 6% Mid level cloud: 43% High level cloud: 15% Most Significant Cloud Type: medium60% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,04:00, SE,3 / 9,4 / 3°C,79% ,1026,Low level cloud: 0% Mid level cloud: 30% High level cloud: 32% Most Significant Cloud Type: medium31% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,07:00, SE,3 / 13,4 / 2°C,74% ,1026,Low level cloud: 100% Mid level cloud: 29% High level cloud: 12% Most Significant Cloud Type: low100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,10:00, SE,2 / 10,6 / 4°C,67% ,1026,Low level cloud: 82% Mid level cloud: 50% High level cloud: 13% Most Significant Cloud Type: low100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,13:00, NNW,1 / 1,8 / 8°C,61% ,1025,Low level cloud: 95% Mid level cloud: 44% High level cloud: 99% Most Significant Cloud Type: low100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,16:00, NW,2 / 7,8 / 7°C,71% ,1025,Low level cloud: 73% Mid level cloud: 47% High level cloud: 14% Most Significant Cloud Type: low91% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,19:00, NE,1 / 1,6 / 6°C,79% ,1025,Low level cloud: 3% Mid level cloud: 19% High level cloud: 16% Most Significant Cloud Type: medium28% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,22:00, ESE,3 / 13,7 / 5°C,82% ,1024,Low level cloud: 0% Mid level cloud: 14% High level cloud: 80% Most Significant Cloud Type: medium16% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Clear skies
Tue 17Dec,01:00, E,3 / 4,6 / 6°C,80% ,1024,Low level cloud: 0% Mid level cloud: 13% High level cloud: 33% Most Significant Cloud Type: medium14% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Clear skies
,04:00, ENE,2 / 3,6 / 6°C,76% ,1022,Low level cloud: 0% Mid level cloud: 8% High level cloud: 100% Most Significant Cloud Type: medium12% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Clear skies
,07:00, ESE,4 / 6,4 / 4°C,73% ,1020,Low level cloud: 0% Mid level cloud: 45% High level cloud: 100% Most Significant Cloud Type: medium48% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Partly cloudy skies
,10:00, SE,3 / 4,6 / 6°C,66% ,1019,Low level cloud: 0% Mid level cloud: 100% High level cloud: 100% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,13:00, ENE,5 / 6,7 / 7°C,58% ,1017,Low level cloud: 0% Mid level cloud: 98% High level cloud: 100% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,16:00, ENE,11 / 13,9 / 7°C,59% ,1015,Low level cloud: 0% Mid level cloud: 100% High level cloud: 21% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,19:00, SSW,1 / 2,6 / 6°C,66% ,1013,Low level cloud: 0% Mid level cloud: 98% High level cloud: 100% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,22:00, ESE,4 / 5,6 / 6°C,61% ,1012,Low level cloud: 0% Mid level cloud: 100% High level cloud: 100% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
Wed 18Dec,01:00, E,5 / 8,6 / 5°C,61% ,1011,Low level cloud: 0% Mid level cloud: 100% High level cloud: 100% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
,04:00, SSE,4 / 4,6 / 6°C,62% ,1008,Low level cloud: 0% Mid level cloud: 99% High level cloud: 98% Most Significant Cloud Type: medium100% ,Expect 0.0 of precipitation over the past 3 hours.0.0,Overcast skies
